"id","time","event","pos_x","pos_y","page_w","page_h","environment","url","page_name","element_type","element_id","element_tracked_by","user_account","visit_id","page_visit_id","visitor_id","collected"
"1380","0.72","move","489","263","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1381","0.00","move","542","237","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1382","0.01","move","603","214","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1383","0.01","move","658","201","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1384","0.01","move","695","198","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1385","0.01","move","738","196","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1386","0.01","move","772","196","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1387","0.27","move","785","196","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1388","0.03","move","812","196","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1389","0.01","move","826","196","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1390","0.03","move","840","197","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1391","0.13","click","844","200","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540076"
"1392","0.31","move","825","189","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1393","0.03","move","815","164","497","1707","class:Logo","localhost:3000","localhost:3000","undefined yet","Logo","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1394","0.01","move","813","142","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1395","0.01","move","813","116","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1396","0.01","move","813","97","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1397","0.01","move","818","76","497","1707","n","localhost:3000","localhost:3000","undefined yet","undefined","n","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1398","0.01","move","822","62","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1399","0.03","move","829","49","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1400","0.17","move","840","42","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1401","0.36","click","849","43","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540077"
"1402","0.39","move","851","43","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1403","0.01","move","877","43","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1404","0.01","move","904","43","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1405","0.01","move","953","41","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1406","0.01","move","1003","39","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1407","0.01","move","1048","38","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1408","0.01","move","1088","37","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1409","0.01","move","1115","37","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1410","0.01","move","1137","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1411","0.01","move","1156","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1412","0.01","move","1174","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1413","0.01","move","1190","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1414","0.01","move","1203","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1415","0.01","move","1216","36","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1416","0.03","move","1232","38","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1417","0.03","move","1245","39","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1418","0.03","move","1259","40","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1419","0.03","move","1272","41","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1420","0.03","move","1289","42","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1421","0.03","move","1310","44","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1422","0.01","move","1321","44","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1423","0.01","move","1333","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1424","0.01","move","1345","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1425","0.01","move","1356","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1426","0.01","move","1368","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1427","0.03","move","1385","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1428","0.03","move","1402","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1429","0.04","move","1416","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540078"
"1430","0.28","click","1422","45","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1431","0.45","move","1437","52","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1432","0.01","move","1463","65","497","1707","class:nav-bead","localhost:3000","localhost:3000","undefined yet","nav-bead","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1433","0.01","move","1482","75","497","1707","n","localhost:3000","localhost:3000","undefined yet","undefined","n","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1434","0.01","move","1507","89","497","1707","n","localhost:3000","localhost:3000","undefined yet","undefined","n","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1435","0.01","move","1522","96","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1436","0.01","move","1537","104","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1437","0.01","move","1551","112","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1438","0.01","move","1562","117","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1439","0.01","move","1573","120","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1440","0.03","move","1590","126","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1441","0.03","move","1605","130","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1442","0.03","move","1617","133","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1443","0.03","move","1629","136","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1444","0.04","move","1643","140","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1445","0.08","move","1654","141","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1446","0.04","move","1666","147","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540079"
"1447","0.76","move","1430","163","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540080"
"1448","0.31","move","1389","151","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
"1449","0.86","move","1370","159","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
"1450","0.03","move","1354","171","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
"1451","0.01","move","1339","179","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
"1452","0.01","move","1327","184","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
"1453","0.01","move","1311","189","497","1707","class:Logo_parent","localhost:3000","localhost:3000","undefined yet","Logo_parent","class","1","EtqVhkGE1cN7RtFVKkE5vXkGWKVcjlxX2zSJklJMZIT5j7RHD81450524940","http://localhost:3000/:/:572354137","rZVB6wcPlWaMpSYdrB4BSEg8lpgjnOGGpRnPpAnSj0Qq12etOm1450524940","1450540081"
